frame,spot,x,y,width,height,confidence
6,74,1812,635,72,32,0.7842440605163574
6,75,1560,853,72,32,0.7836993932723999
6,76,1036,917,69,28,0.7834826707839966
6,77,1714,668,69,33,0.7834509611129761
6,78,1815,853,66,30,0.7815606594085693
6,79,121,978,69,33,0.7812732458114624
6,80,1486,607,75,33,0.7812501192092896
6,81,876,811,72,30,0.7805836200714111
6,82,121,916,75,33,0.7802332639694214
6,83,1815,884,66,33,0.7797298431396484
6,84,1485,823,78,30,0.7793508768081665
6,85,1258,354,75,30,0.7791153192520142
6,86,1813,697,69,32,0.7789347171783447
6,87,349,820,75,33,0.7783901691436768
6,88,1560,884,72,30,0.7782063484191895
6,89,877,935,69,32,0.7780628204345703
6,90,121,947,75,32,0.7778295278549194
6,91,1261,793,75,32,0.7777312994003296
6,92,1098,198,66,38,0.7774523496627808
6,93,811,842,75,32,0.7767255306243896
6,94,1096,232,69,32,0.7759931087493896
6,95,1812,575,66,30,0.7754261493682861
6,96,1719,884,72,30,0.7753660678863525
6,97,814,936,75,33,0.7746095061302185
6,98,1330,640,69,32,0.7740249037742615
6,99,568,175,69,30,0.7739710807800293
6,100,1486,730,75,33,0.7739566564559937
7,1,186,150,72,30,0.824414849281311
7,2,192,531,72,33,0.8210821151733398
7,3,345,341,78,32,0.8208387494087219
7,4,652,999,69,32,0.8207941651344299
7,5,118,532,75,35,0.8195968866348267
7,6,190,436,69,32,0.818003237247467
7,7,423,786,72,30,0.8174278140068054
7,8,189,373,72,32,0.8167865872383118
7,9,349,564,69,35,0.8165682554244995
7,10,573,307,78,32,0.8156227469444275
7,11,1555,290,75,30,0.8154960870742798
7,12,1261,854,75,32,0.815057635307312
7,13,421,213,75,32,0.8141880035400391
7,14,424,724,75,32,0.814143180847168
7,15,576,693,78,33,0.8137876391410828
7,16,198,913,72,32,0.8137099742889404
7,17,351,881,72,32,0.8136709928512573
7,18,652,968,69,33,0.8114522695541382
7,19,349,496,75,32,0.8113561272621155
7,20,421,527,75,35,0.8106892108917236
7,21,349,595,69,30,0.8096065521240234
7,22,420,146,72,30,0.8083667159080505
7,23,423,432,72,32,0.8069989681243896
7,24,804,483,78,32,0.8067666888237
7,25,876,842,72,33,0.8043879270553589
7,26,1335,885,72,32,0.8041595816612244
7,27,117,437,72,33,0.803975522518158
7,28,426,943,72,30,0.8037807941436768
7,29,424,849,75,32,0.8036355972290039
7,30,346,434,75,32,0.8034794926643372
7,31,1480,228,75,32,0.8031208515167236
7,32,1813,791,69,33,0.8024615049362183
7,33,349,756,75,32,0.8018173575401306
7,34,351,911,72,33,0.8016384840011597
7,35,1813,729,69,32,0.8012807965278625
7,36,196,1008,75,32,0.8010124564170837
7,37,1486,761,75,32,0.8007426857948303
7,38,583,1031,75,32,0.8003475069999695
7,39,1716,729,72,32,0.800338089466095
7,40,654,906,72,33,0.7997527122497559
7,41,1716,699,72,32,0.7996610403060913
7,42,1102,672,69,32,0.7993242740631104
7,43,1716,605,72,33,0.7979956269264221
7,44,570,224,72,37,0.7977055311203003
7,45,354,1036,72,32,0.7960616946220398
7,46,876,811,72,30,0.7959046959877014
7,47,1258,354,75,30,0.7957490682601929
7,48,1038,917,66,28,0.7956576347351074
7,49,651,844,72,32,0.7950395345687866
7,50,189,342,72,33,0.7948280572891235
7,51,1485,475,72,32,0.7941203117370605
7,52,1029,294,66,32,0.7926505208015442
7,53,1716,792,72,32,0.7925440669059753
7,54,423,402,78,32,0.7921422123908997
7,55,580,754,75,30,0.7920233011245728
7,56,1036,826,75,32,0.7915695309638977
7,57,654,875,72,33,0.7905250787734985
7,58,1489,885,75,30,0.7904486656188965
7,59,351,849,72,32,0.7900980710983276
7,60,1716,823,72,33,0.7898792624473572
7,61,1813,637,69,32,0.7888631820678711
7,62,423,693,72,33,0.7887421250343323
7,63,583,939,75,32,0.7885962128639221
7,64,1038,733,78,32,0.7882298231124878
7,65,1711,351,81,33,0.7880940437316895
7,66,801,205,78,30,0.7880315780639648
7,67,1812,444,72,32,0.7879656553268433
7,68,1558,761,75,33,0.7878707647323608
7,69,1035,796,72,33,0.7876995801925659
7,70,1561,853,75,33,0.7871576547622681
7,71,1558,637,75,33,0.7870309352874756
7,72,1098,232,72,32,0.7869005799293518
7,73,1716,854,72,32,0.7866183519363403
7,74,1558,444,75,32,0.7864856123924255
7,75,582,846,72,32,0.7860516309738159
7,76,117,468,72,32,0.7857285737991333
7,77,1560,823,72,33,0.7850462198257446
7,78,571,174,69,32,0.7843900918960571
7,79,1714,668,69,33,0.7835397720336914
7,80,124,914,75,33,0.7822833061218262
7,81,1816,853,69,30,0.7819018363952637
7,82,1486,607,75,33,0.781735897064209
7,83,117,500,72,32,0.7815760374069214
7,84,1816,884,69,33,0.7813081741333008
7,85,1486,823,75,30,0.7807443141937256
7,86,1561,884,75,30,0.7806208729743958
7,87,124,947,75,32,0.7799146771430969
7,88,877,935,69,32,0.7795995473861694
7,89,355,1064,69,30,0.7792308330535889
7,90,1810,414,75,32,0.7779858708381653
7,91,1815,760,66,32,0.777908444404602
7,92,1713,413,78,30,0.7773021459579468
7,93,1330,640,69,32,0.7771438360214233
7,94,351,819,72,32,0.7770813703536987
7,95,1719,884,72,30,0.7758173942565918
7,96,651,814,72,32,0.7755078673362732
7,97,1263,824,72,32,0.7753391265869141
7,98,1813,575,69,30,0.7750223875045776
7,99,1557,381,72,30,0.7748286724090576
7,100,1488,730,72,33,0.7744824886322021
7,101,123,977,72,32,0.7739947438240051
8,1,189,149,78,32,0.8275424242019653
8,2,652,999,69,32,0.8231228590011597
8,3,345,341,78,32,0.8225780725479126
8,4,351,880,72,32,0.8206374049186707
8,5,426,786,72,30,0.8178688883781433
8,6,118,532,75,35,0.8174733519554138
8,7,192,531,72,33,0.8172831535339355
8,8,1263,854,72,32,0.8171411156654358
8,9,349,562,69,35,0.817061722278595
8,10,426,723,72,33,0.8166748285293579
8,11,349,496,75,33,0.8160096406936646
8,12,573,307,78,32,0.8153923153877258
8,13,421,146,75,30,0.8150435090065002
8,14,190,436,69,32,0.8122155666351318
8,15,1039,917,69,28,0.8109750151634216
8,16,198,913,72,32,0.810762345790863
8,17,1557,289,72,32,0.8106082677841187
8,18,189,373,72,32,0.8105178475379944
8,19,805,483,75,32,0.8100717663764954
8,20,424,432,75,32,0.8098853826522827
8,21,349,595,69,30,0.8096391558647156
8,22,423,527,72,35,0.8089464902877808
8,23,652,967,69,32,0.8089171648025513
8,24,1486,761,75,32,0.8078650832176208
8,25,349,434,75,32,0.8065915107727051
8,26,1480,228,75,32,0.8063409924507141
8,27,351,756,72,32,0.8057108521461487
8,28,421,212,75,33,0.8051640391349792
8,29,1716,699,72,32,0.8051220178604126
8,30,1335,885,72,32,0.804671049118042
8,31,1716,729,72,32,0.8038020133972168
8,32,1258,354,75,30,0.8035906553268433
8,33,117,437,72,33,0.8032419681549072
8,34,1815,729,66,32,0.8029741048812866
8,35,426,848,72,30,0.8028990030288696
8,36,583,1031,75,30,0.802773654460907
8,37,352,911,75,33,0.8022405505180359
8,38,1816,790,69,32,0.8016630411148071
8,39,876,841,72,32,0.8010422587394714
8,40,1716,604,72,32,0.8004090785980225
8,41,426,943,72,30,0.800118088722229
8,42,189,342,72,33,0.799670934677124
8,43,576,692,78,32,0.7986626029014587
8,44,877,810,69,32,0.7979267239570618
8,45,1102,672,69,32,0.7977845668792725
8,46,198,1008,72,32,0.7974916696548462
8,47,424,402,75,32,0.7965207099914551
8,48,580,754,75,30,0.7964308857917786
8,49,583,846,75,32,0.7953801155090332
8,50,424,693,75,33,0.7953488826751709
8,51,1561,853,75,33,0.7948969602584839
8,52,1486,475,75,32,0.7948868274688721
8,53,1039,733,75,32,0.79457026720047
8,54,355,1036,75,32,0.7943922877311707
8,55,801,205,78,30,0.7943249940872192
8,56,583,939,75,32,0.7942204475402832
8,57,1030,294,69,32,0.7924706935882568
8,58,1558,637,75,33,0.7923798561096191
8,59,352,848,75,33,0.792270302772522
8,60,1719,854,72,32,0.7922658920288086
8,61,654,906,72,33,0.7912106513977051
8,62,118,499,69,33,0.7907360196113586
8,63,1812,444,72,32,0.790256679058075
8,64,118,468,69,32,0.7901853919029236
8,65,1815,637,72,32,0.7899543046951294
8,66,1717,792,75,32,0.7894523739814758
8,67,1038,826,72,32,0.7891365885734558
8,68,1561,761,75,33,0.787641167640686
8,69,1491,885,72,30,0.7869961857795715
8,70,1486,823,75,30,0.7863940000534058
8,71,1560,444,72,32,0.7861617803573608
8,72,1816,853,69,30,0.7860465049743652
8,73,1486,606,75,35,0.7858969569206238
8,74,1816,884,69,33,0.7853655219078064
8,75,571,174,69,32,0.7852839231491089
8,76,1036,796,75,33,0.7851730585098267
8,77,1810,414,75,32,0.784461498260498
8,78,351,819,72,32,0.7844555377960205
8,79,1716,668,72,33,0.7840378880500793
8,80,1263,824,72,32,0.7835226655006409
8,81,1717,822,75,32,0.7834791541099548
8,82,652,844,69,32,0.7834477424621582
8,83,1563,885,72,32,0.78239905834198
8,84,879,934,72,32,0.7823476195335388
8,85,124,914,75,33,0.7821851968765259
8,86,1720,884,75,30,0.7814112901687622
8,87,1816,760,69,32,0.7808877825737
8,88,124,946,75,33,0.7803813219070435
8,89,651,814,72,32,0.7799065113067627
8,90,1713,351,78,33,0.7797345519065857
8,91,1332,640,72,32,0.7797065377235413
8,92,1807,199,69,28,0.7790938019752502
8,93,1713,414,78,32,0.778796374797821
8,94,654,874,72,32,0.777202308177948
8,95,1557,381,72,30,0.7752436399459839
8,96,1713,474,72,33,0.7744896411895752
8,97,814,842,75,33,0.7743592262268066
8,98,357,1064,72,30,0.7743018865585327
8,99,123,977,72,33,0.7741496562957764
8,100,1561,822,75,32,0.7729675769805908
9,1,346,341,75,32,0.8254916667938232
9,2,352,880,75,32,0.8226205110549927
9,3,426,723,72,33,0.8205502033233643
9,4,1263,854,72,32,0.8164612650871277
9,5,351,562,72,35,0.8164372444152832
9,6,186,150,72,30,0.8158731460571289
9,7,193,530,75,35,0.8145928382873535
9,8,573,307,78,32,0.8138201236724854
9,9,421,146,75,30,0.8138136267662048
9,10,426,785,72,32,0.8134827613830566
9,11,654,999,72,32,0.8132599592208862
9,12,349,595,69,30,0.8125101923942566
9,13,1486,761,75,33,0.8123068809509277
9,14,189,373,72,32,0.8121463060379028
9,15,805,483,75,32,0.8111792802810669
9,16,1335,885,72,32,0.8105241656303406
9,17,349,496,75,33,0.8103482127189636
9,18,1260,354,72,30,0.8100844025611877
9,19,652,967,69,32,0.8096692562103271
9,20,190,436,69,32,0.8094565272331238
9,21,423,527,72,35,0.8090145587921143
9,22,118,532,75,35,0.8079547882080078
9,23,1557,289,72,32,0.8078813552856445
9,24,424,432,75,32,0.8075337409973145
9,25,351,756,72,32,0.8070340156555176
9,26,1039,917,69,28,0.8070038557052612
9,27,1716,729,72,32,0.8068240880966187
9,28,199,912,75,33,0.8066550493240356
9,29,585,939,78,32,0.8059314489364624
9,30,585,1031,78,30,0.8054300546646118
9,31,426,847,72,32,0.8052321076393127
9,32,877,810,69,32,0.8047260642051697
9,33,1716,604,72,32,0.8040637373924255
9,34,876,841,72,32,0.8036864995956421
9,35,1816,790,69,32,0.8025028109550476
9,36,1480,228,75,32,0.8024868965148926
9,37,1716,699,72,32,0.8019609451293945
9,38,117,437,72,33,0.8018971681594849
9,39,1102,672,69,32,0.8002617359161377
9,40,583,844,75,32,0.7997195720672607
9,41,1486,475,75,32,0.7995615601539612
9,42,424,402,75,32,0.7994606494903564
9,43,190,342,69,33,0.7988761067390442
9,44,1816,729,69,32,0.7988405823707581
9,45,349,433,75,33,0.7986165881156921
9,46,1563,853,72,33,0.7982388734817505
9,47,1039,733,75,32,0.7979944944381714
9,48,352,911,75,33,0.7979899048805237
9,49,801,205,78,30,0.7973375916481018
9,50,421,212,75,33,0.7971442937850952
9,51,1719,854,72,32,0.7969321608543396
9,52,426,942,72,32,0.7965337038040161
9,53,1032,294,66,32,0.7961894273757935
9,54,355,1035,75,32,0.7957396507263184
9,55,424,693,75,33,0.794715940952301
9,56,577,692,75,32,0.7943564653396606
9,57,352,848,75,33,0.7937161922454834
9,58,580,754,75,30,0.7932685017585754
9,59,1711,351,75,33,0.7927393913269043
9,60,1815,444,72,32,0.7926247119903564
9,61,1486,823,75,30,0.79190593957901
9,62,655,906,69,33,0.7916632294654846
9,63,1810,414,75,32,0.7911126017570496
9,64,1815,636,72,33,0.7910930514335632
9,65,1038,825,72,33,0.7910494208335876
9,66,120,499,72,33,0.789871335029602
9,67,1716,668,72,33,0.7883716225624084
9,68,1717,792,75,32,0.7877931594848633
9,69,879,934,72,32,0.7877635359764099
9,70,1561,761,75,33,0.7871002554893494
9,71,198,1008,72,32,0.7860192060470581
9,72,1818,885,66,32,0.7860137820243835
9,73,118,467,69,33,0.7859032154083252
9,74,1816,760,69,32,0.7857868671417236
9,75,126,914,72,33,0.7854646444320679
9,76,1563,885,72,32,0.7852804660797119
9,77,351,818,72,30,0.7850597500801086
9,78,1491,885,72,30,0.784723699092865
9,79,1036,795,75,32,0.7841231822967529
9,80,1714,412,75,32,0.7840017080307007
9,81,571,174,69,32,0.783994197845459
9,82,1558,637,75,33,0.7835817337036133
9,83,1816,853,69,30,0.7834540605545044
9,84,1720,884,75,30,0.7834228277206421
9,85,123,977,72,33,0.7827885150909424
9,86,651,814,72,32,0.7824109792709351
9,87,1333,640,69,32,0.7821827530860901
9,88,1560,444,72,32,0.7817618250846863
9,89,1486,606,75,35,0.7816892266273499
9,90,1809,198,66,28,0.780238151550293
9,91,1264,824,75,32,0.779207170009613
9,92,126,945,72,32,0.7786554098129272
9,93,1557,381,72,30,0.7765551209449768
9,94,1713,474,72,33,0.7761066555976868
9,95,1099,232,69,32,0.7757750749588013
9,96,654,874,72,32,0.7756757140159607
9,97,814,842,75,33,0.7751172780990601
10,1,184,149,69,32,0.8313875794410706
10,2,348,340,78,33,0.8277584314346313
10,3,427,723,75,32,0.8256261348724365
10,4,354,880,72,32,0.8234611749649048
10,5,421,146,75,30,0.8216145634651184
10,6,574,307,75,32,0.8182851672172546
10,7,655,999,69,30,0.8167918920516968
10,8,426,785,72,32,0.8166165351867676
10,9,424,432,75,33,0.8159574270248413
10,10,351,562,72,35,0.8156850337982178
10,11,805,483,75,32,0.8147621154785156
10,12,877,841,69,32,0.8132185935974121
10,13,1264,854,75,32,0.8124933242797852
10,14,1719,729,72,32,0.8123570084571838
10,15,195,530,72,35,0.8112749457359314
10,16,351,496,72,33,0.8102231621742249
10,17,192,436,72,32,0.809981107711792
10,18,1717,604,75,32,0.8097871541976929
10,19,585,1030,78,32,0.8097702264785767
10,20,423,527,72,35,0.809141993522644
10,21,655,967,69,32,0.808670699596405
10,22,1335,885,72,32,0.808565616607666
10,23,877,810,69,32,0.808051347732544
10,24,426,693,72,33,0.8077242970466614
10,25,1719,699,72,32,0.807703971862793
10,26,352,756,75,32,0.807289183139801
10,27,349,595,69,30,0.8072344064712524
10,28,190,373,69,32,0.8053973317146301
10,29,1261,353,75,32,0.8053807020187378
10,30,426,847,72,32,0.8048866987228394
10,31,1722,854,72,32,0.8045493364334106
10,32,1714,412,75,32,0.8040035963058472
10,33,583,844,75,32,0.8039494752883911
10,34,424,402,75,32,0.8039056062698364
10,35,586,939,75,32,0.803525447845459
10,36,1039,733,75,32,0.8033730387687683
10,37,1032,294,66,32,0.8020434975624084
10,38,126,976,72,32,0.8006598949432373
10,39,201,912,72,33,0.8003900051116943
10,40,1558,289,69,32,0.800346314907074
10,41,1488,761,78,32,0.7999934554100037
10,42,349,432,75,32,0.7993968725204468
10,43,355,1035,75,32,0.7992231249809265
10,44,354,911,72,33,0.7992134690284729
10,45,1102,672,69,32,0.7984868288040161
10,46,1042,918,69,30,0.7983793616294861
10,47,423,212,78,33,0.7983038425445557
10,48,1482,228,78,32,0.7972212433815002
10,49,579,692,78,32,0.7971755862236023
10,50,1816,636,69,33,0.7971242666244507
10,51,1816,790,69,32,0.7969417572021484
10,52,127,914,75,33,0.7962121963500977
10,53,801,205,78,30,0.7949358224868774
10,54,1560,444,72,32,0.7937710285186768
10,55,1816,729,69,32,0.7933410406112671
10,56,121,530,75,35,0.7933233976364136
10,57,429,942,72,32,0.7931527495384216
10,58,1714,350,81,32,0.7931482195854187
10,59,879,934,72,32,0.7917495369911194
10,60,1038,825,72,33,0.7917245626449585
10,61,580,754,75,30,0.7907852530479431
10,62,1563,853,72,33,0.7899577617645264
10,63,352,848,75,33,0.7896516919136047
10,64,358,1064,69,30,0.7886477112770081
10,65,655,906,69,33,0.7875562906265259
10,66,120,467,72,33,0.787300705909729
10,67,1335,640,72,32,0.7872946858406067
10,68,1488,475,72,32,0.7868070006370544
10,69,127,945,75,32,0.7861770391464233
10,70,1563,885,72,32,0.7861621379852295
10,71,1561,637,75,33,0.7856429815292358
10,72,1722,884,72,30,0.7854299545288086
10,73,1816,760,69,32,0.7853492498397827
10,74,1815,444,72,32,0.7851829528808594
10,75,352,817,75,32,0.7850360870361328
10,76,1818,885,66,32,0.7843683958053589
10,77,192,342,72,33,0.7837074995040894
10,78,651,814,72,32,0.7834325432777405
10,79,126,882,72,33,0.7832719683647156
10,80,1810,198,69,28,0.7828436493873596
10,81,1038,795,72,32,0.7825174927711487
10,82,1716,668,72,33,0.7823774814605713
10,83,1563,761,72,33,0.7822347283363342
10,84,1720,792,75,32,0.7817795276641846
10,85,1492,885,75,30,0.7815889716148376
10,86,1716,474,72,33,0.7807681560516357
10,87,1815,413,72,33,0.7803638577461243
10,88,1101,232,72,32,0.77962726354599
10,89,1489,605,75,33,0.7789281606674194
10,90,1263,824,72,32,0.7779394388198853
10,91,1818,575,66,30,0.7762137055397034
10,92,1714,318,75,33,0.7753497958183289
10,93,121,498,75,32,0.7750519514083862
10,94,351,664,72,30,0.7745910882949829
10,95,574,173,69,30,0.7740744352340698
10,96,1563,822,72,32,0.7736608982086182
10,97,1816,697,69,32,0.773058295249939
10,98,1560,380,72,32,0.7726114392280579
10,99,814,842,75,33,0.771759033203125
10,100,1720,823,75,33,0.7716753482818604
10,101,1332,477,72,33,0.7714657783508301
11,1,348,340,78,32,0.8298238515853882
11,2,429,723,72,32,0.8259530663490295
11,3,354,880,72,32,0.8223186135292053
11,4,423,527,72,35,0.8208031058311462
11,5,1266,854,72,32,0.8204454183578491
11,6,189,149,72,32,0.8200492858886719
11,7,352,756,75,32,0.8193885087966919
11,8,426,432,72,33,0.8189795613288879
11,9,423,146,72,30,0.8186419606208801
11,10,352,562,69,35,0.8178049325942993
11,11,352,595,69,30,0.8165024518966675
11,12,1335,885,72,30,0.815517783164978
11,13,1720,729,75,32,0.8148871660232544
11,14,586,1030,75,32,0.8143234848976135
11,15,1716,412,78,32,0.8141249418258667
11,16,879,810,66,32,0.8138664960861206
11,17,655,998,69,32,0.8138481378555298
11,18,427,785,69,32,0.8136306405067444
11,19,805,483,75,32,0.8128681778907776
11,20,1719,605,72,33,0.8122219443321228
11,21,126,976,72,32,0.8114229440689087
11,22,193,436,69,32,0.8109795451164246
11,23,574,307,75,32,0.8107379078865051
11,24,1719,699,72,32,0.8102841377258301
11,25,1039,733,75,32,0.8100864887237549
11,26,1261,353,75,32,0.8098176717758179
11,27,585,844,72,32,0.8095097541809082
11,28,424,402,75,32,0.8094004392623901
11,29,195,531,72,33,0.8080907464027405
11,30,426,692,72,32,0.8067084550857544
11,31,1722,854,72,32,0.8064967393875122
11,32,877,841,69,32,0.8059636354446411
11,33,585,939,78,32,0.803829550743103
11,34,351,496,72,33,0.8033225536346436
11,35,655,967,69,32,0.802832841873169
11,36,127,914,75,33,0.8023445010185242
11,37,351,432,72,32,0.8011326789855957
11,38,193,373,69,32,0.8009783029556274
11,39,1483,228,75,32,0.8007317185401917
11,40,1033,294,69,32,0.8007041811943054
11,41,583,754,75,30,0.8006143569946289
11,42,426,847,72,32,0.8003422021865845
11,43,580,692,75,32,0.7983696460723877
11,44,801,205,78,32,0.7980487942695618
11,45,201,912,72,32,0.7979189157485962
11,46,357,1035,72,32,0.7978799939155579
11,47,1491,761,78,32,0.7968898415565491
11,48,1338,640,72,32,0.7968523502349854
11,49,354,910,72,35,0.7966676950454712
11,50,1725,884,72,30,0.7959660291671753
11,51,429,942,72,32,0.7956382632255554
11,52,880,934,69,32,0.7951166033744812
11,53,1039,825,75,33,0.7949454188346863
11,54,1563,444,72,32,0.7949347496032715
11,55,354,817,72,32,0.7948665022850037
11,56,1566,885,72,32,0.7947316765785217
11,57,1818,636,72,33,0.7946180701255798
11,58,1819,790,69,32,0.7945916056632996
11,59,127,882,75,33,0.7937965989112854
11,60,1104,672,72,32,0.7931020259857178
11,61,121,532,75,35,0.79292231798172
11,62,1716,350,78,32,0.7914947271347046
11,63,1560,289,72,32,0.7914295196533203
11,64,1561,637,75,33,0.7913814783096313
11,65,354,847,72,32,0.7909235954284668
11,66,127,945,75,32,0.7899563312530518
11,67,121,467,69,33,0.7886831760406494
11,68,1042,918,69,30,0.788607656955719
11,69,1816,444,69,32,0.7885696887969971
11,70,1819,729,69,32,0.7872211933135986
11,71,192,342,72,33,0.7867825031280518
11,72,1563,761,72,32,0.7859807014465332
11,73,424,212,75,33,0.7858730554580688
11,74,1821,885,66,32,0.7855554819107056
11,75,1563,853,72,33,0.7848168015480042
11,76,1038,795,72,32,0.7845898270606995
11,77,657,906,72,33,0.7838528156280518
11,78,1716,474,72,33,0.7829362154006958
11,79,1492,885,75,30,0.7827794551849365
11,80,1342,763,63,32,0.7826842069625854
11,81,1491,606,78,32,0.7815446853637695
11,82,1722,823,72,33,0.7810994982719421
11,83,1102,232,69,32,0.7803540229797363
11,84,1720,669,75,32,0.7792483568191528
11,85,1720,792,75,32,0.7785972356796265
11,86,123,498,72,32,0.7779598236083984
11,87,1815,413,72,33,0.7769644260406494
11,88,1819,697,69,32,0.7764124274253845
11,89,1560,380,72,32,0.7762423753738403
11,90,129,1066,72,27,0.775969922542572
11,91,1819,760,69,32,0.7751891016960144
11,92,1716,318,72,33,0.7734691500663757
11,93,1489,823,75,30,0.773178219795227
11,94,1266,824,72,32,0.7731170654296875
11,95,1563,823,72,33,0.7728594541549683
12,1,348,341,78,32,0.8296002745628357
12,2,354,880,72,32,0.8251985907554626
12,3,354,756,72,32,0.8213852047920227
12,4,427,432,75,32,0.820885181427002
12,5,424,402,75,32,0.8203588724136353
12,6,426,146,72,30,0.8201406598091125
12,7,879,841,72,32,0.8196322321891785
12,8,429,723,72,33,0.8188858032226562
12,9,1720,700,75,33,0.8187704682350159
12,10,352,564,69,35,0.8167740106582642
12,11,190,149,75,32,0.8148090839385986
12,12,352,595,69,30,0.8144180774688721
12,13,1338,886,72,32,0.8140112161636353
12,14,426,527,72,35,0.8126204013824463
12,15,657,999,72,32,0.812174916267395
12,16,808,483,75,32,0.8114038705825806
12,17,193,373,69,32,0.8113318681716919
12,18,586,1031,75,30,0.8109918236732483
12,19,880,812,69,32,0.8109359741210938
12,20,196,531,69,33,0.8101441264152527
12,21,1722,855,72,30,0.8092715740203857
12,22,1266,855,72,33,0.8086245059967041
12,23,429,848,72,30,0.8080058097839355
12,24,426,786,72,30,0.8079714775085449
12,25,1722,731,72,32,0.8073399066925049
12,26,580,692,75,32,0.8066698908805847
12,27,574,307,75,32,0.8066651225090027
12,28,193,436,69,32,0.8066138029098511
12,29,1338,640,72,32,0.806319534778595
12,30,1720,605,75,33,0.8060431480407715
12,31,349,434,75,32,0.8060316443443298
12,32,1261,353,75,32,0.8058626651763916
12,33,354,911,72,33,0.8052425980567932
12,34,1717,412,75,32,0.8050422072410583
12,35,127,977,69,33,0.8038911819458008
12,36,583,754,75,30,0.803564727306366
12,37,586,846,75,32,0.8023674488067627
12,38,1485,228,78,32,0.8016932010650635
12,39,1723,824,75,32,0.8013116121292114
12,40,352,496,75,33,0.8009169697761536
12,41,586,939,75,32,0.8005827069282532
12,42,426,693,72,33,0.8002873063087463
12,43,1039,733,75,32,0.7995532751083374
12,44,655,967,69,32,0.798317015171051
12,45,1104,672,72,32,0.7980560064315796
12,46,1561,289,75,32,0.79800945520401
12,47,1566,885,72,30,0.7974674701690674
12,48,127,914,75,33,0.7966610193252563
12,49,1563,444,72,32,0.796573281288147
12,50,1035,295,66,30,0.7956485152244568
12,51,880,935,69,32,0.7951316833496094
12,52,429,942,72,32,0.7945984601974487
12,53,1561,638,75,32,0.7944818735122681
12,54,201,912,72,33,0.7943555116653442
12,55,423,213,72,32,0.7939934134483337
12,56,1818,444,72,32,0.7937825918197632
12,57,123,532,78,35,0.7925356030464172
12,58,1819,637,69,32,0.7916241884231567
12,59,357,1035,72,32,0.7908327579498291
12,60,123,468,72,32,0.7907273769378662
12,61,801,205,78,30,0.7906864881515503
12,62,658,906,69,33,0.7905797362327576
12,63,1038,796,72,33,0.7903762459754944
12,64,129,945,72,32,0.7897158861160278
12,65,1720,669,75,32,0.7893678545951843
12,66,1723,792,75,32,0.789313793182373
12,67,1342,763,63,32,0.7889363765716553
12,68,1821,792,66,32,0.7888822555541992
12,69,1039,826,75,32,0.7888046503067017
12,70,354,818,72,33,0.7878298163414001
12,71,1494,885,72,30,0.7873590588569641
12,72,354,848,72,33,0.7868580222129822
12,73,127,882,75,33,0.7858465909957886
12,74,1491,761,78,32,0.7849602699279785
12,75,1102,232,69,32,0.7849487066268921
12,76,1042,918,69,30,0.7841218113899231
12,77,123,499,72,33,0.7839487791061401
12,78,1717,351,75,33,0.7838762402534485
12,79,816,936,72,33,0.7830180525779724
12,80,1821,729,66,32,0.7821485996246338
12,81,1566,854,72,32,0.7820858955383301
12,82,1716,474,72,33,0.7805989980697632
12,83,1564,761,75,32,0.7800256609916687
12,84,1819,577,69,28,0.7798025608062744
12,85,657,874,72,32,0.7783297896385193
12,86,201,1008,72,32,0.7783008217811584
12,87,1725,885,72,30,0.778102457523346
12,88,1822,885,63,32,0.7779728770256042
12,89,192,343,72,32,0.7778605222702026
12,90,1821,855,66,30,0.7776476740837097
12,91,1491,607,78,33,0.7768387794494629
12,92,129,1066,72,27,0.7766287326812744
12,93,1819,699,69,32,0.7766082286834717
12,94,1815,415,72,33,0.7739014625549316
12,95,816,842,72,32,0.7738769054412842
12,96,1489,475,75,32,0.7737792730331421
12,97,363,1064,72,30,0.7737647891044617
12,98,1560,380,72,32,0.773158848285675
12,99,819,999,66,30,0.7728713750839233
12,100,816,904,72,33,0.7723390460014343
13,1,349,341,75,32,0.8273836374282837
13,2,354,756,72,32,0.8259497880935669
13,3,355,880,69,32,0.821918249130249
13,4,427,402,75,32,0.8214596509933472
13,5,426,527,72,35,0.8196428418159485
13,6,429,724,72,32,0.8194452524185181
13,7,193,373,69,32,0.8179059624671936
13,8,427,432,75,32,0.8178104758262634
13,9,1722,700,72,33,0.8163479566574097
13,10,190,149,75,32,0.8158622980117798
13,11,1716,319,78,32,0.8139303922653198
13,12,426,146,72,30,0.813647985458374
13,13,1338,640,72,32,0.8135948777198792
13,14,1338,886,72,32,0.8135425448417664
13,15,352,564,69,35,0.813393235206604
13,16,427,786,75,30,0.8122571110725403
13,17,1722,731,72,32,0.811733603477478
13,18,352,595,69,30,0.8111851215362549
13,19,198,531,72,33,0.810448169708252
13,20,808,483,75,32,0.8102184534072876
13,21,879,842,72,33,0.8099251389503479
13,22,1267,855,75,33,0.8097648024559021
13,23,658,999,69,32,0.809604287147522
13,24,429,848,72,30,0.8093851804733276
13,25,1263,354,72,30,0.809174656867981
13,26,355,911,75,33,0.8089867234230042
13,27,352,434,75,32,0.8089590072631836
13,28,1720,605,75,33,0.8088670372962952
13,29,580,692,75,32,0.8084121942520142
13,30,588,1031,78,32,0.8081187009811401
13,31,193,437,69,30,0.8081041574478149
13,32,127,977,69,33,0.8070592880249023
