frame,spot,x,y,width,height,confidence
0,99,1713,351,78,33,0.7735463380813599
0,100,1813,604,69,33,0.7735443115234375
1,1,111,501,72,33,0.834915280342102
1,2,565,225,69,35,0.8279097080230713
1,3,178,151,75,32,0.8275169134140015
1,4,112,534,75,37,0.8226228952407837
1,5,420,851,72,32,0.8160082101821899
1,6,345,760,78,32,0.8142698407173157
1,7,345,566,72,35,0.813988983631134
1,8,346,914,75,33,0.8132402896881104
1,9,117,950,72,33,0.8119746446609497
1,10,415,214,75,33,0.8114147782325745
1,11,568,308,75,33,0.8109040856361389
1,12,420,727,72,33,0.8108173608779907
1,13,648,847,72,32,0.8092769980430603
1,14,571,695,75,33,0.809226393699646
1,15,183,376,72,33,0.8090695142745972
1,16,417,404,78,32,0.8082385659217834
1,17,801,485,78,32,0.8078782558441162
1,18,568,561,75,33,0.8075670599937439
1,19,342,341,78,32,0.8073743581771851
1,20,417,530,72,35,0.8069199323654175
1,21,343,498,75,32,0.806688666343689
1,22,1260,855,72,33,0.8062703609466553
1,23,186,534,72,35,0.8061841130256653
1,24,418,434,75,32,0.8057510256767273
1,25,346,853,75,32,0.8051555156707764
1,26,1551,290,72,30,0.8050903081893921
1,27,1098,673,72,33,0.805057942867279
1,28,340,436,75,32,0.8049968481063843
1,29,648,909,72,33,0.8042641878128052
1,30,345,598,72,32,0.8026384711265564
1,31,1035,919,72,30,0.802315890789032
1,32,1714,792,75,32,0.8018932342529297
1,33,579,1033,78,32,0.8003569841384888
1,34,421,945,75,32,0.7999833822250366
1,35,1713,821,72,33,0.7998378872871399
1,36,183,344,72,33,0.799757719039917
1,37,345,822,78,32,0.7989386320114136
1,38,1812,729,66,32,0.7976853847503662
1,39,111,470,72,33,0.7974023222923279
1,40,577,847,75,32,0.7973926067352295
1,41,1332,886,72,32,0.796718180179596
1,42,415,148,75,30,0.7963796854019165
1,43,810,906,72,33,0.796341061592102
1,44,1032,734,72,32,0.7950112223625183
1,45,1713,729,72,32,0.7945445775985718
1,46,118,1069,69,20,0.794387936592102
1,47,184,437,69,32,0.7939308285713196
1,48,1477,228,75,32,0.7936863899230957
1,49,1488,885,72,30,0.7935762405395508
1,50,192,918,72,33,0.7930350303649902
1,51,1482,475,72,33,0.7929694652557373
1,52,1558,885,69,32,0.7917402982711792
1,53,1809,444,72,32,0.7917143106460571
1,54,565,173,69,30,0.7915017604827881
1,55,1713,604,72,32,0.7912479639053345
1,56,1713,699,72,32,0.7911084890365601
1,57,420,788,72,32,0.7910051345825195
1,58,651,971,72,32,0.7909020185470581
1,59,1558,761,75,33,0.7905808687210083
1,60,651,1002,72,33,0.7902495861053467
1,61,349,1039,75,30,0.7896971702575684
1,62,1558,823,75,33,0.7894359230995178
1,63,118,918,75,32,0.7893144488334656
1,64,576,756,72,30,0.7891696095466614
1,65,1555,637,75,33,0.7889699339866638
1,66,1258,794,75,33,0.7878748178482056
1,67,1716,854,72,32,0.7877663969993591
1,68,111,438,72,33,0.7874026298522949
1,69,1026,296,72,32,0.7862441539764404
1,70,418,696,75,32,0.7839962244033813
1,71,1812,576,66,28,0.7837095856666565
1,72,345,666,72,30,0.7834001779556274
1,73,351,1067,72,25,0.7824537754058838
1,74,1483,761,75,32,0.7823835015296936
1,75,346,883,75,32,0.7823818922042847
1,76,810,843,72,33,0.782208263874054
1,77,1810,697,69,32,0.7819974422454834
1,78,1554,444,72,32,0.7816427946090698
1,79,1813,790,69,32,0.7805527448654175
1,80,1258,355,75,32,0.7803533673286438
1,81,649,878,75,32,0.7798218727111816
1,82,1095,198,66,38,0.7796082496643066
1,83,1483,606,75,35,0.7791433334350586
1,84,1558,853,75,33,0.7787206172943115
1,85,577,942,75,32,0.7786775827407837
1,86,1807,635,69,32,0.7769847512245178
1,87,1710,413,78,33,0.7765315175056458
1,88,1812,853,66,30,0.7756798267364502
1,89,1096,232,69,32,0.7755661606788635
1,90,810,938,72,33,0.7746782898902893
1,91,189,886,72,32,0.7745890617370605
1,92,1260,824,72,32,0.7739887237548828
1,93,1483,731,75,32,0.773163378238678
1,94,1485,824,78,32,0.7727612257003784
1,95,190,1012,75,30,0.7722553610801697
1,96,1717,884,75,30,0.7721480131149292
1,97,1815,884,66,33,0.7720978260040283
1,98,1807,413,75,33,0.7720087170600891
2,1,111,501,72,33,0.8276175260543823
2,2,112,534,75,35,0.8274046182632446
2,3,565,225,69,35,0.8259902000427246
2,4,178,151,75,32,0.8259553909301758
2,5,648,846,72,32,0.819133996963501
2,6,420,851,72,32,0.8185194730758667
2,7,343,566,69,35,0.8182478547096252
2,8,799,484,75,33,0.8147997260093689
2,9,415,213,75,35,0.8146322965621948
2,10,418,434,75,32,0.814273476600647
2,11,1258,854,75,32,0.8134644031524658
2,12,571,694,75,32,0.812419056892395
2,13,117,950,72,33,0.8117226958274841
2,14,567,561,72,33,0.8116424679756165
2,15,186,534,72,35,0.8115999102592468
2,16,346,914,75,33,0.8114566802978516
2,17,340,341,75,32,0.8103491067886353
2,18,568,308,75,33,0.8098769783973694
2,19,1713,821,72,33,0.8093475103378296
2,20,183,437,72,32,0.8087627291679382
2,21,346,852,75,33,0.8084730505943298
2,22,183,375,72,32,0.808228075504303
2,23,417,529,72,33,0.8077881336212158
2,24,577,847,75,32,0.8075547814369202
2,25,343,597,69,30,0.8074320554733276
2,26,417,403,78,33,0.8068903684616089
2,27,648,908,72,32,0.8052158355712891
2,28,340,435,75,30,0.8043954372406006
2,29,420,726,72,32,0.8043949604034424
2,30,648,878,72,32,0.8043850660324097
2,31,1551,289,72,32,0.8034069538116455
2,32,420,788,72,32,0.802138090133667
2,33,343,497,75,33,0.8016220927238464
2,34,579,1033,78,32,0.801410436630249
2,35,183,343,72,32,0.8012581467628479
2,36,1714,790,75,32,0.8010146021842957
2,37,346,759,75,33,0.800700843334198
2,38,1032,734,72,33,0.800471842288971
2,39,649,1002,69,33,0.7996823787689209
2,40,415,147,75,32,0.7987265586853027
2,41,345,821,78,33,0.7986909747123718
2,42,1810,728,69,32,0.7975373864173889
2,43,1713,729,72,32,0.7969641089439392
2,44,1035,918,72,28,0.7959828972816467
2,45,421,945,75,30,0.7958112359046936
2,46,649,971,69,32,0.7956083416938782
2,47,576,756,72,30,0.7955811619758606
2,48,1807,444,69,32,0.7952568531036377
2,49,111,470,72,33,0.7952172160148621
2,50,118,1069,69,21,0.7948570251464844
2,51,1713,699,72,32,0.7945615649223328
2,52,1555,761,75,33,0.7941862940788269
2,53,111,438,72,33,0.793152928352356
2,54,1476,228,72,32,0.7931505441665649
2,55,1098,673,72,33,0.792643129825592
2,56,1488,885,72,30,0.7925055027008057
2,57,1558,853,75,32,0.7918243408203125
2,58,346,882,75,33,0.7912735939025879
2,59,810,906,72,33,0.7907813191413879
2,60,1711,604,75,32,0.7904008030891418
2,61,1555,637,75,33,0.7895451188087463
2,62,1558,822,75,32,0.7893780469894409
2,63,808,843,75,33,0.788855254650116
2,64,1332,885,72,32,0.7887960076332092
2,65,192,917,72,32,0.7887394428253174
2,66,1713,853,72,30,0.7886504530906677
2,67,349,1038,75,32,0.7879834771156311
2,68,1483,761,75,32,0.7871589064598083
2,69,565,172,69,32,0.7859951257705688
2,70,1482,475,72,32,0.7859345078468323
2,71,1024,295,69,30,0.7854322195053101
2,72,418,695,75,33,0.7836586833000183
2,73,118,918,75,33,0.7830219268798828
2,74,1557,884,72,30,0.7828086018562317
2,75,1554,444,72,32,0.7823580503463745
2,76,577,941,75,30,0.7823299169540405
2,77,1482,606,78,35,0.7818832993507385
2,78,118,981,69,32,0.7817845344543457
2,79,1812,853,66,30,0.7816807627677917
2,80,343,666,75,30,0.7815694212913513
2,81,1810,697,69,32,0.7815259099006653
2,82,1095,198,66,38,0.7813029289245605
2,83,1810,576,69,28,0.781005859375
2,84,1710,413,78,33,0.7809117436408997
2,85,1812,790,66,32,0.7806125283241272
2,86,1260,824,72,32,0.7789621353149414
2,87,1095,232,72,32,0.7786853313446045
2,88,1258,354,75,30,0.7785296440124512
2,89,1807,635,69,32,0.778195321559906
2,90,1483,823,75,30,0.7781724333763123
2,91,192,1011,72,32,0.7757468819618225
3,1,114,534,72,35,0.8285031914710999
3,2,342,341,78,32,0.8249517679214478
3,3,567,225,72,35,0.8243926763534546
3,4,648,846,72,32,0.8228800296783447
3,5,180,151,72,32,0.8209648132324219
3,6,187,533,75,33,0.8197333216667175
3,7,112,501,69,33,0.8188634514808655
3,8,421,850,69,30,0.8182922601699829
3,9,571,694,75,32,0.8175801634788513
3,10,345,565,72,33,0.8168858885765076
3,11,186,375,72,32,0.8165757060050964
3,12,349,912,75,33,0.8160865306854248
3,13,1260,854,72,32,0.8156894445419312
3,14,417,213,78,35,0.8144745826721191
3,15,186,437,72,32,0.8142135739326477
3,16,418,434,75,32,0.81403648853302
3,17,118,949,69,32,0.8128220438957214
3,18,568,308,75,33,0.8120840191841125
3,19,801,484,78,33,0.8119525909423828
3,20,651,908,72,32,0.8095616698265076
3,21,570,561,72,33,0.8077826499938965
3,22,651,1001,66,32,0.8071296215057373
3,23,346,497,75,33,0.8069401383399963
3,24,423,788,72,32,0.8062953948974609
3,25,421,726,75,32,0.805766224861145
3,26,184,344,75,33,0.805565595626831
3,27,423,945,72,30,0.805302083492279
3,28,343,436,75,32,0.8052645921707153
3,29,1713,821,72,33,0.805130660533905
3,30,1551,290,72,30,0.8041224479675293
3,31,417,529,72,35,0.8040703535079956
3,32,346,851,75,32,0.8032538294792175
3,33,579,1033,78,32,0.8018212914466858
3,34,1812,729,66,33,0.8017724752426147
3,35,346,759,75,33,0.8009347915649414
3,36,577,847,75,32,0.800523042678833
3,37,1714,790,75,32,0.7996633052825928
3,38,418,403,75,33,0.7995126247406006
3,39,418,147,75,32,0.7994400262832642
3,40,1033,734,69,33,0.7991390824317932
3,41,1098,672,72,32,0.7983428239822388
3,42,1713,729,72,32,0.798192024230957
3,43,118,980,69,33,0.7979916334152222
3,44,346,597,69,30,0.797336995601654
3,45,112,438,75,33,0.7965681552886963
3,46,193,916,75,33,0.795759916305542
3,47,651,969,72,32,0.7945967316627502
3,48,346,820,75,32,0.7945879697799683
3,49,1096,232,69,32,0.7943058013916016
3,50,1807,444,69,32,0.7938038110733032
3,51,577,756,75,30,0.7936923503875732
3,52,111,469,72,32,0.793557345867157
3,53,649,878,75,32,0.793213963508606
3,54,351,1037,72,30,0.7931485176086426
3,55,1477,228,75,32,0.7929317355155945
3,56,1713,699,72,32,0.7928555011749268
3,57,1558,761,75,33,0.7919826507568359
3,58,121,1069,69,21,0.7917737364768982
3,59,1711,604,75,32,0.7913769483566284
3,60,1558,853,75,32,0.7911200523376465
3,61,1026,295,72,30,0.7908466458320618
3,62,1488,885,72,30,0.7892153263092041
3,63,808,843,75,33,0.7886771559715271
3,64,810,905,72,32,0.7886732816696167
3,65,120,917,72,32,0.7874829173088074
3,66,1483,761,75,32,0.7872141599655151
3,67,1713,853,72,30,0.7869856357574463
3,68,1036,918,69,30,0.7860399484634399
3,69,1332,885,72,32,0.7859308123588562
3,70,1558,822,75,32,0.7858940958976746
3,71,1096,199,69,37,0.7857168912887573
3,72,348,882,72,33,0.785409688949585
3,73,1483,475,75,32,0.7853180766105652
3,74,577,941,75,30,0.7845541834831238
3,75,1554,444,72,32,0.7841888666152954
3,76,1807,635,69,32,0.7834804058074951
3,77,1555,637,75,33,0.7826183438301086
3,78,1813,790,69,32,0.7825949788093567
3,79,1483,606,75,35,0.7806493043899536
3,80,1557,884,72,30,0.7804851531982422
3,81,1810,697,69,32,0.7803773880004883
3,82,1810,576,69,28,0.7798888087272644
3,83,345,666,72,30,0.7793823480606079
3,84,1815,853,66,30,0.7788152694702148
3,85,1710,413,78,33,0.7786247730255127
3,86,1260,824,72,32,0.7782264351844788
3,87,352,1065,69,28,0.7776806354522705
3,88,420,695,72,33,0.7767074704170227
3,89,874,842,69,32,0.7764633893966675
3,90,799,205,75,30,0.7760108709335327
3,91,1257,354,78,30,0.7757347822189331
3,92,192,1009,72,32,0.7757198214530945
3,93,1032,796,72,33,0.775475263595581
3,94,1485,729,72,32,0.7753112316131592
3,95,1035,826,72,33,0.7747047543525696
3,96,1483,823,75,30,0.7731181979179382
4,1,114,534,72,35,0.8241637945175171
4,2,181,149,75,32,0.8207704424858093
4,3,649,845,75,33,0.8189936876296997
4,4,418,214,75,33,0.8189148902893066
4,5,573,694,78,32,0.8183155059814453
4,6,567,225,72,35,0.8174971342086792
4,7,342,341,78,32,0.8172973990440369
4,8,112,501,69,33,0.8167716264724731
4,9,187,437,69,32,0.8166680932044983
4,10,423,787,72,32,0.8163138628005981
4,11,346,597,69,30,0.8160858154296875
4,12,1260,853,72,33,0.8154257535934448
4,13,423,849,72,32,0.8147379755973816
4,14,802,484,75,33,0.8146716356277466
4,15,346,564,69,35,0.8145869374275208
4,16,189,533,72,33,0.8139508962631226
4,17,423,726,72,32,0.8118982315063477
4,18,652,1000,69,33,0.811578631401062
4,19,195,915,72,32,0.8083265423774719
4,20,423,945,72,30,0.8079023957252502
4,21,570,561,72,35,0.8075196743011475
4,22,420,529,72,35,0.8074962496757507
4,23,1552,290,75,30,0.8070095181465149
4,24,421,433,75,33,0.8066898584365845
4,25,651,907,72,33,0.806671679019928
4,26,1713,821,72,33,0.8043320775032043
4,27,186,375,72,32,0.8039233684539795
4,28,186,343,72,32,0.80367112159729
4,29,1035,733,72,32,0.8036332130432129
4,30,346,497,75,33,0.8034501075744629
4,31,343,434,75,32,0.8028888702392578
4,32,1714,790,75,32,0.8026669025421143
4,33,1812,729,66,33,0.801851749420166
4,34,348,758,72,32,0.8017700910568237
4,35,418,147,75,32,0.8016164302825928
4,36,1713,729,72,32,0.8015735149383545
4,37,349,850,75,33,0.8006921410560608
4,38,577,754,75,30,0.7986602783203125
4,39,114,438,72,33,0.7985311150550842
4,40,349,912,75,32,0.7979393005371094
4,41,1488,885,72,30,0.7977502942085266
4,42,651,876,72,32,0.797646701335907
4,43,349,882,75,33,0.797645628452301
4,44,568,308,75,33,0.7970864772796631
4,45,1809,444,72,32,0.7965995073318481
4,46,1099,672,69,32,0.7964925765991211
4,47,1558,761,75,33,0.7963494062423706
4,48,1713,699,72,32,0.7955264449119568
4,49,418,403,75,33,0.7949244976043701
4,50,582,1032,78,30,0.794800877571106
4,51,114,469,72,33,0.7943385243415833
4,52,1713,604,72,32,0.7943114042282104
4,53,1477,228,75,32,0.7940760850906372
4,54,651,969,72,32,0.7940512895584106
4,55,1483,761,75,33,0.7929392457008362
4,56,1713,853,72,30,0.7916241884231567
4,57,1483,475,75,32,0.791528046131134
4,58,346,820,75,32,0.7908452153205872
4,59,118,979,69,32,0.7906153202056885
4,60,1558,853,75,32,0.7900848388671875
4,61,810,904,72,33,0.7894509434700012
4,62,352,1065,69,28,0.7891111969947815
4,63,121,1069,69,21,0.7890574336051941
4,64,1332,885,72,32,0.7890032529830933
4,65,1557,444,72,32,0.7882647514343262
4,66,1026,295,72,30,0.7879599332809448
4,67,351,1037,72,30,0.7877614498138428
4,68,1558,822,75,32,0.7871094942092896
4,69,874,842,69,33,0.7867169380187988
4,70,579,847,78,33,0.786198616027832
4,71,1483,606,75,35,0.7850653529167175
4,72,1809,635,72,32,0.7842572927474976
4,73,195,1009,72,32,0.7840210795402527
4,74,120,948,72,33,0.783907413482666
4,75,1557,637,78,33,0.7836591601371765
4,76,120,916,72,33,0.7827320694923401
4,77,580,940,75,32,0.7826656699180603
4,78,810,842,72,32,0.7826299071311951
4,79,1035,826,72,32,0.7822252511978149
4,80,1258,354,75,30,0.7820979356765747
4,81,1036,918,69,30,0.781643807888031
4,82,799,205,75,30,0.7809458374977112
4,83,1810,697,69,32,0.7805830240249634
4,84,1813,576,69,28,0.7790087461471558
4,85,1560,884,72,30,0.7786909341812134
4,86,1032,796,72,33,0.7785163521766663
4,87,1812,790,66,32,0.7779110670089722
4,88,1260,823,72,30,0.7772701978683472
4,89,192,885,72,32,0.7768470644950867
4,90,1485,823,78,30,0.7759239673614502
4,91,1710,413,78,33,0.7754230499267578
4,92,1812,853,66,30,0.7754150629043579
4,93,811,936,75,33,0.775316059589386
4,94,1485,729,72,32,0.7750042080879211
4,95,648,815,72,30,0.7743802070617676
5,1,115,534,75,35,0.8248483538627625
5,2,183,151,72,32,0.8235171437263489
5,3,186,375,72,32,0.8227736949920654
5,4,574,694,75,32,0.8223093152046204
5,5,423,787,72,32,0.8181143403053284
5,6,418,214,75,33,0.8179699778556824
5,7,189,533,72,33,0.8174443244934082
5,8,187,437,69,32,0.8165717124938965
5,9,348,564,72,35,0.815243124961853
5,10,1261,854,75,32,0.8150172233581543
5,11,651,845,72,33,0.8146959543228149
5,12,423,849,72,32,0.8140802383422852
5,13,423,726,72,32,0.8132597208023071
5,14,1554,290,72,30,0.812730610370636
5,15,418,147,75,32,0.8122802376747131
5,16,115,501,69,33,0.8118056058883667
5,17,567,225,72,35,0.811271607875824
5,18,802,485,75,32,0.8101745843887329
5,19,346,497,75,33,0.8100075125694275
5,20,423,945,72,30,0.8099637627601624
5,21,421,434,75,32,0.8093240857124329
5,22,345,341,78,32,0.8076643943786621
5,23,652,1001,69,32,0.8070252537727356
5,24,652,907,69,33,0.806689977645874
5,25,346,434,75,32,0.8058011531829834
5,26,351,881,72,32,0.8043907880783081
5,27,1099,672,69,32,0.8043452501296997
5,28,571,309,75,35,0.8042811751365662
5,29,348,758,72,32,0.8039507269859314
5,30,349,850,75,33,0.8035951256752014
5,31,196,915,75,32,0.8030270338058472
5,32,348,597,72,30,0.8018215894699097
5,33,1813,729,69,32,0.8012906312942505
5,34,114,438,72,33,0.8009783029556274
5,35,1714,821,75,33,0.8007052540779114
5,36,420,529,72,35,0.8001213073730469
5,37,573,561,72,35,0.7995900511741638
5,38,1716,792,72,32,0.7994241714477539
5,39,577,755,75,32,0.7988830208778381
5,40,652,969,69,32,0.7988730669021606
5,41,1714,729,69,32,0.7976126670837402
5,42,114,469,72,32,0.797448992729187
5,43,582,1032,78,30,0.7971023321151733
5,44,351,912,72,32,0.7965678572654724
5,45,1488,885,72,30,0.7957220077514648
5,46,1479,228,72,32,0.795405387878418
5,47,189,343,72,32,0.7942489385604858
5,48,1035,734,72,33,0.7933133840560913
5,49,1713,699,72,32,0.7930855751037598
5,50,1810,444,69,32,0.7914810180664062
5,51,1483,475,75,32,0.7914043664932251
5,52,1713,605,72,33,0.7913798093795776
5,53,1332,885,72,32,0.7913470268249512
5,54,1485,761,78,32,0.7907187938690186
5,55,421,403,75,33,0.790137767791748
5,56,1558,761,75,33,0.7898520231246948
5,57,348,820,72,32,0.7898043990135193
5,58,1716,854,72,32,0.789690375328064
5,59,651,876,72,32,0.7893340587615967
5,60,1027,296,69,32,0.7893204689025879
5,61,810,904,72,33,0.7891248464584351
5,62,1560,884,72,30,0.7884042859077454
5,63,580,847,75,33,0.7883396744728088
5,64,354,1065,72,28,0.7880156636238098
5,65,1557,444,72,32,0.7879695892333984
5,66,195,1009,72,32,0.7877244353294373
5,67,1557,637,78,33,0.7865707874298096
5,68,120,979,72,32,0.7856606841087341
5,69,351,1037,72,30,0.7852321863174438
5,70,874,842,69,33,0.7840530872344971
5,71,1560,823,72,33,0.7838033437728882
5,72,1813,697,69,32,0.781927227973938
5,73,582,939,78,30,0.7817295789718628
5,74,1033,796,75,33,0.7814838290214539
5,75,1260,824,72,32,0.7814650535583496
5,76,1036,918,69,30,0.7813001871109009
5,77,1810,635,69,32,0.7803024053573608
5,78,1036,826,75,33,0.7800455093383789
5,79,1813,790,69,32,0.7794482707977295
5,80,1257,354,78,30,0.7792032361030579
5,81,1558,853,75,32,0.779104471206665
5,82,811,842,75,32,0.7790465354919434
5,83,1483,606,75,35,0.7788997292518616
5,84,1810,575,69,30,0.7788208723068237
5,85,1815,853,66,30,0.7786328792572021
5,86,423,694,72,32,0.7780242562294006
5,87,799,205,75,30,0.7777576446533203
5,88,123,1069,66,21,0.7764652371406555
5,89,1485,823,78,30,0.7762607336044312
5,90,1096,232,69,32,0.7761353254318237
5,91,1710,474,72,33,0.775944709777832
5,92,811,936,75,33,0.7758352756500244
5,93,1719,884,72,30,0.7749916315078735
5,94,1260,793,78,32,0.7746869325637817
5,95,1713,668,72,33,0.7746055126190186
5,96,121,948,75,33,0.7742435336112976
5,97,348,666,72,30,0.7740887999534607
5,98,1485,730,72,33,0.7735665440559387
5,99,1096,198,69,38,0.7727565169334412
5,100,121,916,75,33,0.7727469801902771
6,1,423,787,72,32,0.8268109560012817
6,2,187,374,75,33,0.8237125873565674
6,3,184,150,75,30,0.8214552998542786
6,4,348,564,72,35,0.8209227323532104
6,5,574,693,75,33,0.8205792903900146
6,6,189,436,72,32,0.8205265998840332
6,7,192,531,72,33,0.8189521431922913
6,8,118,532,75,35,0.8183101415634155
6,9,420,213,78,32,0.8182227611541748
6,10,1261,854,75,32,0.8180107474327087
6,11,345,341,78,32,0.8176611065864563
6,12,418,146,75,30,0.8146222233772278
6,13,1554,290,72,30,0.8145959973335266
6,14,652,999,69,32,0.812443196773529
6,15,424,725,75,33,0.8115257024765015
6,16,571,307,75,32,0.8113154172897339
6,17,351,881,72,32,0.8100414276123047
6,18,424,849,75,32,0.8091172575950623
6,19,349,496,75,32,0.8090335726737976
6,20,420,528,72,33,0.8079618811607361
6,21,802,483,75,32,0.8072853088378906
6,22,426,944,72,32,0.8059024810791016
6,23,652,969,69,32,0.8049149513244629
6,24,346,434,75,32,0.8048692941665649
6,25,423,432,72,32,0.8041616678237915
6,26,115,437,75,33,0.8032199144363403
6,27,189,343,72,32,0.8023768663406372
6,28,349,595,69,30,0.802216649055481
6,29,196,914,75,33,0.801642894744873
6,30,348,756,72,32,0.8010393381118774
6,31,1713,605,72,33,0.8009340167045593
6,32,1099,672,69,32,0.800409197807312
6,33,651,844,72,32,0.8001267910003662
6,34,652,907,69,33,0.8000695705413818
6,35,351,912,72,32,0.79976886510849
6,36,1480,228,75,32,0.7974436283111572
6,37,1716,729,72,32,0.7963404059410095
6,38,876,842,72,33,0.7962661981582642
6,39,1716,792,72,32,0.7959926724433899
6,40,1714,699,69,32,0.7950842976570129
6,41,1557,444,72,32,0.7950096726417542
6,42,1716,822,72,32,0.7949386239051819
6,43,582,1031,78,32,0.7947983741760254
6,44,1485,475,72,30,0.7947933673858643
6,45,351,850,72,33,0.7945467233657837
6,46,117,469,72,33,0.7943828105926514
6,47,1488,885,72,30,0.7943727970123291
6,48,1027,295,69,30,0.7942503690719604
6,49,352,1036,75,32,0.7942043542861938
6,50,195,1009,72,33,0.7941382527351379
6,51,1813,729,69,32,0.7940988540649414
6,52,1486,761,75,32,0.7940655946731567
6,53,1333,885,75,32,0.7939131855964661
6,54,577,754,75,30,0.7928435802459717
6,55,1813,790,69,32,0.792506754398346
6,56,652,875,75,33,0.7923262119293213
6,57,570,225,72,35,0.7921214699745178
6,58,421,403,75,33,0.7920118570327759
6,59,1716,854,72,32,0.7913827896118164
6,60,423,694,72,32,0.7913534641265869
6,61,1036,826,75,32,0.7894647121429443
6,62,1036,733,75,32,0.7891581654548645
6,63,354,1064,72,30,0.7883608341217041
6,64,1812,444,72,32,0.7881102561950684
6,65,582,939,78,30,0.7875224947929382
6,66,799,205,75,30,0.7863323092460632
6,67,1558,761,75,33,0.7858785390853882
6,68,580,846,75,32,0.7858377695083618
6,69,1558,637,75,33,0.7855501770973206
6,70,115,500,69,32,0.7847884893417358
6,71,1560,823,72,33,0.7846155762672424
6,72,1035,796,72,33,0.7842790484428406
6,73,1261,824,75,32,0.7842594981193542
